Energy (eV),Energy Off (eV),Satellite Energy Off (eV),Lbeta4,Lbeta4-4s,Lbeta4-3p*,Lbeta4-4p,Lbeta4-4p*,Lbeta4-2s,Lbeta4-3d,Lbeta4-1s,Lbeta4-4d*,Lbeta4-3p,Lbeta4-2p*,Lbeta4-2p,Lbeta4-4d,Lbeta4-5s,Lbeta4-3s,Lbeta4-3d*,Lbeta3,Lbeta3-4s,Lbeta3-3p*,Lbeta3-4p,Lbeta3-4p*,Lbeta3-2s,Lbeta3-3d,Lbeta3-1s,Lbeta3-4d*,Lbeta3-2p*,Lbeta3-2p,Lbeta3-4d,Lbeta3-5s,Lbeta3-3s,Lbeta3-3d*,Lgamma5,Lgamma5-4s,Lgamma5-3p*,Lgamma5-4p,Lgamma5-4p*,Lgamma5-2s,Lgamma5-3d,Lgamma5-1s,Lgamma5-4d*,Lgamma5-3p,Lgamma5-2p*,Lgamma5-2p,Lgamma5-4d,Lgamma5-5s,Lgamma5-3s,Lgamma5-3d*,Lbeta6,Lbeta6-4s,Lbeta6-3p*,Lbeta6-4p,Lbeta6-4p*,Lbeta6-2s,Lbeta6-3d,Lbeta6-1s,Lbeta6-4d*,Lbeta6-3p,Lbeta6-2p*,Lbeta6-4d,Lbeta6-5s,Lbeta6-3s,Lbeta6-3d*,Lbeta15,Lbeta15-4s,Lbeta15-3p*,Lbeta15-4p,Lbeta15-4p*,Lbeta15-2s,Lbeta15-3d,Lbeta15-1s,Lbeta15-4d*,Lbeta15-3p,Lbeta15-2p*,Lbeta15-4d,Lbeta15-5s,Lbeta15-3s,Lbeta15-3d*,Lbeta7,Lbeta7-4s,Lbeta7-3p*,Lbeta7-4p,Lbeta7-4p*,Lbeta7-2s,Lbeta7-3d,Lbeta7-1s,Lbeta7-4d*,Lbeta7-3p,Lbeta7-2p*,Lbeta7-4d,Lbeta7-5s,Lbeta7-3s,Lbeta7-3d*,Total,Total Off,Exp Energy (eV),Intensity,Error,Residues (arb. units),std+,std-,,red chi 2
3515.4307075010233,3513.84891951503,3518.661932183358,0.0020183615444783706,6.223159319399783e-07,2.086047128973173e-08,3.261338155371739e-08,2.92397422795049e-08,6.470637367173332e-06,2.228179983384891e-09,8.632000057812777e-06,2.725233438037571e-08,2.2532571234935504e-07,5.60197398945356e-08,6.952729338153198e-08,2.5475863818990663e-08,1.0007352706978284e-06,3.2772623192668016e-06,4.682577819488565e-09,0.006112594707365042,1.8136325917835203e-06,7.863427235584313e-08,1.1374929688253016e-07,3.3371209039623505e-08,3.3407974728784124e-05,4.450007392304551e-09,5.7845394754793e-05,1.2800007041855032e-07,1.5923067765046098e-07,9.56791149548334e-07,7.648667028429285e-08,2.8775695838629094e-06,8.65206325162246e-06,1.7964890612178366e-08,9.261760274438923e-05,2.9341919718048652e-08,1.0559378602770569e-09,1.6593825307507644e-09,1.1293456759261518e-08,9.192106179280252e-09,2.4477762377618053e-11,8.572149738578458e-10,9.115452967491888e-10,4.755280889628446e-10,7.80652752948531e-11,6.226202485720527e-08,8.102369709373859e-10,3.477602341701741e-08,2.104901295962845e-08,3.487291464843796e-11,0.00020514630816918428,8.896999607658997e-08,1.7845657933602982e-09,1.6233162560121314e-08,3.06515987264102e-09,6.814631273243e-07,2.4847627406154804e-10,2.8988915954819205e-08,4.445956082224233e-09,1.1338810257657417e-08,2.221831100863224e-08,1.2620388415198806e-09,9.916606707524303e-08,1.620930481611236e-07,5.085698435610442e-10,0.053059829812938004,1.2214989572960242e-05,3.965931164646079e-09,1.8595907285401787e-07,2.6955716855574367e-08,1.812197768819706e-07,8.707633662736635e-10,6.104398569284947e-08,2.8699135300217416e-07,1.0161613665659317e-07,4.364832043421853e-09,3.4526437836115945e-07,8.708671092339096e-06,3.0653607783577555e-06,4.9526102889528e-09,9.05072232156761e-05,2.7224767600632018e-08,1.375181866851113e-10,8.058666632113396e-09,7.071770267873427e-10,1.494501963950978e-09,1.7085221668121694e-11,3.78872757024575e-10,1.033971364128361e-09,9.535361911452462e-10,4.140820083849325e-11,4.3108723459641247e-10,2.9595698716965055e-08,1.1631602275669976e-08,4.017885833614651e-11,0.06173228826839308,145.4877652365783,3573.687203,150.9,12.28413611126155,-14.20086894601664,12.28413611126155,-12.28413611126155,,
3515.5769477475164,3513.995159761523,3518.8081724298513,0.0020143400906153007,6.210365914239378e-07,2.0815126308984558e-08,3.2546062749726946e-08,2.9180828267115287e-08,6.444449282883584e-06,2.223318003982645e-09,8.715037754238352e-06,2.7196045286565317e-08,2.246906977078003e-07,5.576765338506943e-08,6.924034662307306e-08,2.5423321421555968e-08,9.986747643853642e-07,3.2706350328850754e-06,4.671526153178912e-09,0.006096651546799341,1.808701555931872e-06,7.839037042856203e-08,1.1344037019516396e-07,3.3279890864965735e-08,3.314969308916278e-05,4.4359178828874474e-09,5.6864584938446675e-05,1.2765045408213317e-07,1.57948351843667e-07,9.455224663411391e-07,7.627807094209538e-08,2.869730993775005e-06,8.626697695424565e-06,1.7905012160552773e-08,9.290185118798796e-05,2.94258281602074e-08,1.0584117599366111e-09,1.6638589544129988e-09,1.1323642780327873e-08,9.205426888965701e-09,2.4532117890242955e-11,8.580841453127669e-10,9.141419543461061e-10,4.76602397765701e-10,7.816427942583117e-11,6.326780183166974e-08,8.126577223959456e-10,3.487733761729485e-08,2.108741878754082e-08,3.495248140058905e-11,0.00020451761198928442,8.867638679393036e-08,1.7758839623367308e-09,1.617947420708433e-08,3.055864170442975e-09,6.836167257194794e-07,2.4722718353976964e-10,2.9100519899236063e-08,4.431247762190787e-09,1.128641416347647e-08,2.2574659377587865e-08,1.2580695257852078e-09,9.884464423488665e-08,1.6148620421151913e-07,5.060527430418191e-10,0.054263336359252796,1.2353526159955275e-05,3.988594866468033e-09,1.8813337824919567e-07,2.7281368866969515e-08,1.8178827929172192e-07,8.756860395792573e-10,6.114017753652642e-08,2.9106523571585046e-07,1.0227633515856349e-07,4.371579697719821e-09,3.5041144013835114e-07,8.852213628914283e-06,3.0835791352434396e-06,4.9827888448675705e-09,9.17304607090769e-05,2.7430887266556302e-08,1.3811579694590852e-10,8.120083138623645e-09,7.12608361050255e-10,1.4980415489953112e-09,1.715971591744327e-11,3.7940814610868444e-10,1.0430654975783957e-09,9.579366307178846e-10,4.1474925306463915e-11,4.3489094066539803e-10,2.990857872220392e-08,1.1684261158370608e-08,4.036014752557472e-11,0.06291577995697935,145.48894872826688,3573.637474,138.0,11.74734012447073,-27.124239654581174,11.74734012447073,-11.74734012447073,,
3515.7231879940095,3514.1414000080163,3518.9544126763444,0.0020103306397005003,6.197611891194334e-07,2.0769928863500512e-08,3.247895207728573e-08,2.9122090059111815e-08,6.418419526003346e-06,2.2184719288360065e-09,8.800058405860359e-06,2.7139930349659546e-08,2.2405840840604298e-07,5.551726592755987e-08,6.895525648625295e-08,2.537094134143017e-08,9.966206129183977e-07,3.264027555133364e-06,4.660513737481573e-09,0.006080770643260553,1.8037905794648117e-06,7.814760243100784e-08,1.1313269434496873e-07,3.318894674045633e-08,3.2894369696786755e-05,4.421895686725041e-09,5.59036299061893e-05,1.2730226743240105e-07,1.5668147597389874e-07,9.344541923716602e-07,7.607032324693342e-08,2.861924368451891e-06,8.601442586776016e-06,1.784543298084465e-08,9.318740809511867e-05,2.951009628205117e-08,1.0608943572327767e-09,1.6683533878561045e-09,1.135394557182858e-08,9.218776581941798e-09,2.4586654641195963e-11,8.589546390605915e-10,9.167497062862216e-10,4.776803500349851e-10,7.826347198765649e-11,6.429782141730816e-08,8.150893218213138e-10,3.497909464038826e-08,2.1125931186989026e-08,3.50323210592715e-11,0.0002038917968618736,8.838422449350062e-08,1.7672652192865183e-09,1.6126047914887734e-08,3.0466097078569626e-09,6.858781778156552e-07,2.4598754416488525e-10,2.9212774032136287e-08,4.416612168702266e-09,1.1234381266187688e-08,2.2939886716778857e-08,1.2541188759833216e-09,9.852477916505865e-08,1.608832503842768e-07,5.035544503514259e-10,0.05550789778644843,1.2494367186319669e-05,4.011452969965744e-09,1.9034559449064157e-07,2.7612667896127794e-08,1.8235947644899062e-07,8.806508278515193e-10,6.123659693453832e-08,2.952263707728932e-07,1.02943003094575e-07,4.378397757713499e-09,3.55675242431047e-07,8.999320497318088e-06,3.1019586762676215e-06,5.013244506934679e-09,9.297858910058925e-05,2.7639333566731888e-08,1.3871730563021593e-10,8.182193265000913e-09,7.181017095293006e-10,1.5015940637109432e-09,1.723470000704886e-11,3.79944673582018e-10,1.0522800258668156e-09,9.623676761977e-10,4.15421326201335e-11,4.387451420275619e-10,3.0226437537424795e-08,1.1737276426075398e-08,4.0542672831011985e-11,0.06414046168879277,145.4901734099987,3573.587747,186.0,13.638181696985855,20.852298034102972,13.638181696985855,-13.638181696985855,,
3515.869428240502,3514.287640254509,3519.100652922837,0.002006333144029225,6.184897088904157e-07,2.0724878314616395e-08,3.2412048679654705e-08,2.906352696464482e-08,6.392546825510477e-06,2.2136416886171138e-09,8.887104729084462e-06,2.7083988852192505e-08,2.2342882865928039e-07,5.526856230749941e-08,6.867200647463509e-08,2.531872291097392e-08,9.945727902017378e-07,3.2574398081495745e-06,4.649540385960123e-09,0.0060649516732174825,1.7988995538543911e-06,7.790596133230139e-08,1.1282626261560903e-07,3.309837462746437e-08,3.264195993751022e-05,4.40794037278583e-09,5.496224452306996e-05,1.2695550268886978e-07,1.554298047794801e-07,9.235817868206249e-07,7.5863422572078e-08,2.85414953444316e-06,8.576297290494204e-06,1.7786151079683063e-08,9.34742814959739e-05,2.959472613785115e-08,1.0633856929546451e-09,1.672865927115152e-09,1.1384365712237284e-08,9.232155342395883e-09,2.4641373437041306e-11,8.598264577842121e-10,9.193686157643267e-10,4.787619622591571e-10,7.836285345874007e-11,6.535284886901432e-08,8.175318340244757e-10,3.5081297067387956e-08,2.116455057498726e-08,3.5112434875225316e-11,0.00020326884523832868,8.809349970926243e-08,1.7587089555292066e-09,1.6072882006223048e-08,3.037396246868523e-09,6.882472575541887e-07,2.447572602589712e-10,2.932568343779602e-08,4.402048824006728e-09,1.1182708208148685e-08,2.3314288942658016e-08,1.2501867754540088e-09,9.820646183134368e-08,1.6028415123982248e-07,5.010747768638091e-10,0.05679538553262151,1.2637562478330558e-05,4.034507699888734e-09,1.9259659575491367e-07,2.794973575204547e-08,1.8293338547130746e-07,8.856582156084986e-10,6.13332446051817e-08,2.9947726431129944e-07,1.0361622541214106e-07,4.385285662121703e-09,3.610593720166295e-07,9.150110206520493e-06,3.120501287496646e-06,5.043980682436989e-09,9.425228618846841e-05,2.7850141291964925e-08,1.3932274667051117e-10,8.245007322787427e-09,7.236580073173849e-10,1.505159572682608e-09,1.7310178253917586e-11,3.8048234268154444e-10,1.0616170815195795e-09,9.668296127315354e-10,4.160981558923781e-11,4.426507351674513e-10,3.054938116472651e-08,1.1790651283286898e-08,4.0726445570009915e-11,0.0654082050831265,145.49144115339303,3573.538021,173.1,13.156747318391426,7.928743423964448,13.156747318391426,-13.156747318391426,,
3516.0156684869953,3514.433880501002,3519.24689316933,0.0020023475561333818,6.172221346833234e-07,2.067997402711708e-08,3.234535170449611e-08,2.900513829621677e-08,6.366829923084392e-06,2.2088272143756112e-09,8.976220477890922e-06,2.7028220080387367e-08,2.2280194279803608e-07,5.502152747981746e-08,6.839058027816541e-08,2.526666546597517e-08,9.92531270273929e-07,3.2508717144492656e-06,4.63860591328818e-09,0.006049194315236417,1.7940283713047468e-06,7.766544015614845e-08,1.1252106833561604e-07,3.300817250121786e-08,3.239242002758595e-05,4.394051513503595e-09,5.4040133908159874e-05,1.2661015212387946e-07,1.5419309777880004e-07,9.129008257555844e-07,7.565736432215476e-08,2.8464063194724717e-06,8.551261175919945e-06,1.7727164480282378e-08,9.376247948234534e-05,2.9679719796534522e-08,1.0658858081305427e-09,1.6773966688613713e-09,1.1414903783441532e-08,9.245563254821569e-09,2.4696275088835124e-11,8.606996041733364e-10,9.219987464251395e-10,4.798472510200332e-10,7.846242431901293e-11,6.643367888919554e-08,8.199853243004068e-10,3.518394749819387e-08,2.1203277370743965e-08,3.519282410637155e-11,0.0002026487397032155,8.780420305223838e-08,1.750214569694185e-09,1.6019974816968283e-08,3.02822355113844e-09,6.907237800644951e-07,2.435362373589453e-10,2.9439253250429606e-08,4.387557254261049e-09,1.1131391670534589e-08,2.3698174005486193e-08,1.246273108445478e-09,9.788968227986388e-08,1.5968887174479793e-07,4.986135363336634e-10,0.05812777784243754,1.2783163168930135e-05,4.0577613128304074e-09,1.9488728113711264e-07,2.8292697170976565e-08,1.8351002361259327e-07,8.907086943931359e-10,6.143012126959025e-08,3.03820512965941e-07,1.0429608845927844e-07,4.392242867028347e-09,3.665675558600191e-07,9.304706211047623e-06,3.1392088823428427e-06,5.075000831241871e-09,9.555225292550364e-05,2.8063345878806568e-08,1.3993215436873364e-10,8.308535812500335e-09,7.292782069486393e-10,1.5087381409072146e-09,1.738615502282461e-11,3.8102115665577536e-10,1.0710788444421665e-09,9.713227288021549e-10,4.167796735209335e-11,4.466086365246209e-10,3.087751843700915e-08,1.1844388970389914e-08,4.091147719051806e-11,0.06672098859041717,145.49275393690033,3573.488298,180.0,13.416407864998739,14.805097240633472,13.416407864998739,-13.416407864998739,,
3516.1619087334884,3514.580120747495,3519.3931334158233,0.001998373828780195,6.159584505266019e-07,2.0635215369214056e-08,3.22788603038476e-08,2.894692336966402e-08,6.341267572954855e-06,2.2040284375362748e-09,9.06745045774372e-06,2.697262332413465e-08,2.2217773526715402e-07,5.477614656663454e-08,6.811096177063006e-08,2.5214768345629058e-08,9.904960273064694e-07,3.2443231969236016e-06,4.627710135241649e-09,0.006033498249965143,1.7891769247462795e-06,7.742603198033354e-08,1.1221710487803493e-07,3.291833835069259e-08,3.214570699536319e-05,4.380228684744099e-09,5.313699497135204e-05,1.2626620806217176e-07,1.529711191610411e-07,9.024069991471072e-07,7.54521439328934e-08,2.8386945524281914e-06,8.526333616879669e-06,1.7668471222277868e-08,9.405201020818536e-05,2.976507934180821e-08,1.0683947440296688e-09,1.6819457104070929e-09,1.1445560370764942e-08,9.259000404019837e-09,2.4751360412154494e-11,8.615740809244903e-10,9.246401623670997e-10,4.809362329934005e-10,7.856218504992997e-11,6.754113694298242e-08,8.224498584323624e-10,3.5287048551678096e-08,2.124211199567582e-08,3.527349001786046e-11,0.00020203146297309143,8.75163252097678e-08,1.7417814676159427e-09,1.5967324696066812e-08,3.0190913859891145e-09,6.933076006712878e-07,2.423243821980182e-10,2.9553488654777978e-08,4.373136989492963e-09,1.1080428372800157e-08,2.4091862446352724e-08,1.2423777601059709e-09,9.757443063651148e-08,1.590973772665502e-07,4.961705448601732e-10,0.059507167088006914,1.2931221737318447e-05,4.081216097774851e-09,1.9721857549053775e-07,2.8641679883507125e-08,1.840894082644553e-07,8.958027628963445e-10,6.152722765174637e-08,3.082588078120457e-07,1.049826800123131e-07,4.399268845435467e-09,3.722036678152993e-07,9.463237159616309e-06,3.1580834020353683e-06,5.106308466778251e-09,9.687921437153843e-05,2.8278983423820356e-08,1.405455634011038e-10,8.37278942772274e-09,7.349632787841354e-10,1.512329833796995e-09,1.746263472697778e-11,3.815611187648045e-10,1.0806675431869445e-09,9.758473162751947e-10,4.174658136109019e-11,4.506197830281767e-10,3.121096110899509e-08,1.1898492764130704e-08,4.109777927269482e-11,0.06808090481588573,145.49411385312578,3573.438576,159.9,12.645157175772866,-5.318641688976328,12.645157175772866,-12.645157175772866,,
3516.3081489799815,3514.7263609939882,3519.5393736623164,0.00199441191497076,6.146986405301848e-07,2.0590601712522733e-08,3.221257363409453e-08,2.8888881504136924e-08,6.315858541752068e-06,2.1992452898965033e-09,9.160840538595159e-06,2.6917197876969013e-08,2.215561906247833e-07,5.4532404855043574e-08,6.783313500714489e-08,2.5163030892516315e-08,9.884670356029696e-07,3.237794178837106e-06,4.616852868690702e-09,0.006017863160116602,1.7843451078297364e-06,7.718772993621216e-08,1.1191436566006601e-07,3.282887017849926e-08,3.190177866344238e-05,4.366471465771743e-09,5.225251782760026e-05,1.259236628804597e-07,1.5176363767970645e-07,8.920961079342001e-07,7.524775687087281e-08,2.831014063353856e-06,8.501513991647191e-06,1.7610069361561436e-08,9.434288189018346e-05,2.985080687228656e-08,1.0709125421638242e-09,1.6865131497108718e-09,1.1476336062990438e-08,9.272466875100547e-09,2.4806630227128396e-11,8.624498907410502e-10,9.272929281462829e-10,4.820289249496701e-10,7.866213613447706e-11,6.867608063891769e-08,8.249255026962913e-10,3.5390602865852366e-08,2.1281054873422955e-08,3.535443388212246e-11,0.0002014169978953006,8.722985694476225e-08,1.7334090622308088e-09,1.5914930005405888e-08,3.009999518390783e-09,6.959986139219885e-07,2.411216026874395e-10,2.966839488670875e-08,4.3587875635630676e-09,1.1029815072148975e-08,2.449568798150961e-08,1.2385006164753446e-09,9.726069710618021e-08,1.585096335676889e-07,4.93745620851326e-10,0.06093576767511675,1.308179204988121e-05,4.104874376655326e-09,1.99591430298763e-07,2.8996814682400727e-08,1.84671556957516e-07,9.009409270827875e-10,6.162456447849602e-08,3.127949385104051e-07,1.0567608930435398e-07,4.406363086830813e-09,3.7797173570896915e-07,9.625837158411102e-06,3.177126816101006e-06,5.1379071570359086e-09,9.823392069190475e-05,2.8497090698220822e-08,1.4116300882303492e-10,8.437779059298267e-09,7.40714211407595e-10,1.5159347171827915e-09,1.753962182866663e-11,3.821022322803639e-10,1.0903854562605278e-09,9.804036704470368e-10,4.181565136884846e-11,4.546851326482017e-10,3.1549823951686714e-08,1.1952965978105302e-08,4.128536353075363e-11,0.06949016842847343,145.49552311673838,3573.388855,177.9,13.337915879176926,12.657526406483186,13.337915879176926,-13.337915879176926,,
3516.454389226474,3514.872601240481,3519.685613908809,0.00199046176793868,6.134426888850044e-07,2.0546132432040765e-08,3.214649085594364e-08,2.883101202208117e-08,6.2906016083593184e-06,2.1944777036239198e-09,9.25643766684337e-06,2.6861943036047152e-08,2.209372935413848e-07,5.4290287794929516e-08,6.75570842216904e-08,2.5111452452582797e-08,9.864442695983555e-07,3.231284583825562e-06,4.606033931592027e-09,0.0060022887304529956,1.7795328149204403e-06,7.695052720821285e-08,1.1161284414271511e-07,3.273976600077326e-08,3.166059363128569e-05,4.35277943921685e-09,5.138638709558588e-05,1.255825090070084e-07,1.5057042654892647e-07,8.819640611418244e-07,7.504419863327278e-08,2.823364683438884e-06,8.476801682906317e-06,1.755195697012035e-08,9.463510280834383e-05,2.99369045016187e-08,1.0734392442891073e-09,1.6910990853825727e-09,1.1507231452383116e-08,9.285962753483701e-09,2.4862085358467873e-11,8.633270363332583e-10,9.29957108780303e-10,4.831253437545142e-10,7.87622780571763e-11,6.983940117854422e-08,8.274123238652461e-10,3.54946130980353e-08,2.1320106429863648e-08,3.5435656978917974e-11,0.000200805327446794,8.694478909497451e-08,1.725096773475566e-09,1.586278911969744e-08,3.000947716948033e-09,6.987967526323812e-07,2.399278078985917e-10,2.9783977233822456e-08,4.3445085141275375e-09,1.0979548563012198e-08,2.4909998115249608e-08,1.2346415644768143e-09,9.694847197201123e-08,1.5792560680073887e-07,4.913385849889087e-10,0.06241592458815094,1.3234929402492957e-05,4.128738504923556e-09,2.0200682458140541e-07,2.9358235491124208e-08,1.8525648736274564e-07,9.061237003191574e-10,6.172213247956163e-08,3.1743179766593334e-07,1.0637640705441809e-07,4.413525096769155e-09,3.8387594882989285e-07,9.792646049984449e-06,3.1963411228541824e-06,5.1698005255860035e-09,9.961714820424145e-05,2.871770516288354e-08,1.417845260741085e-10,8.503515799628827e-09,7.465320120311011e-10,1.5195528573173066e-09,1.7617120839920058e-11,3.826445004858712e-10,1.100234913472083e-09,9.84992090093387e-10,4.188517141501018e-11,4.5880566496447075e-10,3.189422485039244e-08,1.2007811963254409e-08,4.147424181483591e-11,0.07095112470841626,145.49698407301833,3573.339136,180.9,13.449907062875937,15.633601780248426,13.449907062875937,-13.449907062875937,,
3516.6006294729673,3515.018841486974,3519.831854155302,0.001986523341148637,6.121905798624816e-07,2.0501806906125693e-08,3.208061113439571e-08,2.877331424921812e-08,6.26549556376719e-06,2.1897256112539025e-09,9.35428987609507e-06,2.6806858102124838e-08,2.203210287987371e-07,5.404978099681824e-08,6.728279382468053e-08,2.506003237511822e-08,9.844277038580383e-07,3.224794335893799e-06,4.5952531429809295e-09,0.005986774647769736,1.774739941092483e-06,7.671441703334035e-08,1.113125338304411e-07,3.2651023847063986e-08,3.1422111258261486e-05,4.339152191043062e-09,5.0538283087583475e-05,1.252427389212133e-07,1.4939126334241978e-07,8.720068730520206e-07,7.484146474762407e-08,2.8157462450092284e-06,8.452196077713361e-06,1.749413213587673e-08,9.492868130657413e-05,3.0023374358618765e-08,1.0759748924076728e-09,1.695703616688592e-09,1.1538247134713825e-08,9.299488124900976e-09,2.49177266354975e-11,8.642055204182548e-10,9.326327697523058e-10,4.842255063695312e-10,7.886261130409306e-11,7.103202487859002e-08,8.299103892138888e-10,3.5599081925023224e-08,2.1359267093129835e-08,3.5517160595389256e-11,0.00020019643473295035,8.666111257227077e-08,1.716844028187592e-09,1.581090042635911e-08,2.9919357518862797e-09,7.017019869488072e-07,2.3874290804538067e-10,2.990024103606941e-08,4.33029938260099e-09,1.0929625676534798e-08,2.5335154782622535e-08,1.230800491908716e-09,9.66377455946414e-08,1.5734526350286672e-07,4.889492601940821e-10,0.06395012263260902,1.339069056425011e-05,4.152810872130953e-09,2.044657658351232e-07,2.972607943298235e-08,1.858442172928211e-07,9.113516035052164e-10,6.181993238755701e-08,3.221723854123705e-07,1.0708372549725095e-07,4.420754396467066e-09,3.8992066585343706e-07,9.963809708849506e-06,3.2157283498971483e-06,5.201992252624561e-09,0.00010102970047643732,2.894086498374541e-08,1.4241015098313763e-10,8.570010947080915e-09,7.524177069113127e-10,1.5231843208784517e-09,1.7695136323175873e-11,3.8318792667648526e-10,1.1102182973244254e-09,9.896128775187455e-10,4.195513581364343e-11,4.6298238175323044e-10,3.224428490648865e-08,1.2063034108367072e-08,4.1664426112918345e-11,0.0724662587923799,145.4984992071023,3573.289419,153.0,12.36931687685298,-12.290415791185069,12.36931687685298,-12.36931687685298,,
3516.7468697194604,3515.165081733467,3519.9780944017953,0.0019825965882950994,6.10942297814058e-07,2.0457624516474147e-08,3.201493363872048e-08,2.871578751452714e-08,6.240539210930556e-06,2.1849889456872834e-09,9.4544462965639e-06,2.6751942379535917e-08,2.1970738128897143e-07,5.3810870229765485e-08,6.701024840057868e-08,2.500877001273661e-08,9.824173130771545e-07,3.218323359413698e-06,4.584510322963853e-09,0.0059713206008800285,1.7699663821231199e-06,7.647939270069166e-08,1.1101342827081646e-07,3.256264176022781e-08,3.11862916471222e-05,4.3255893105155384e-09,4.970788289720099e-05,1.2490434515319284e-07,1.4822592989509243e-07,8.622206604306829e-07,7.463955077156714e-08,2.8081585815183533e-06,8.427696567460781e-06,1.7436592962530722e-08,9.5223625793272e-05,3.0110218587394724e-08,1.0785195287694238e-09,1.7003268435569784e-09,1.1569383709281968e-08,9.31304307539684e-09,2.4973554892185307e-11,8.650853457200822e-10,9.353199770149177e-10,4.853294298528789e-10,7.896313636284007e-11,7.225491476954108e-08,8.324197665229648e-10,3.570401204325963e-08,2.139853729362151e-08,3.559894602611002e-11,0.00019959030298642838,8.637881836191948e-08,1.7086502600069115e-09,1.5759262325398248e-08,2.9829633950386427e-09,7.047143234249479e-07,2.375668144669756e-10,3.001719168637146e-08,4.316159714120226e-09,1.088004328007157e-08,2.5771535023274723e-08,1.2269772874364769e-09,9.632850841146974e-08,1.5676857059070621e-07,4.865774715936416e-10,0.06554099644008665,1.3549133822677173e-05,4.177093902520836e-09,2.069692910112387e-07,3.010048690074893e-08,1.8643476470348144e-07,9.166251652073943e-10,6.191796493799927e-08,3.270198142363724e-07,1.0779813841382513e-07,4.428050522410371e-09,3.961104232288809e-07,1.0139480354902516e-05,3.2352905546295725e-06,5.234486076037903e-09,0.00010247240947849047,2.9166609047595526e-08,1.4303991977328883e-10,8.637276010500168e-09,7.583723417761933e-10,1.5268291749726143e-09,1.777367289195842e-11,3.8373251415914833e-10,1.120338044448961e-09,9.942663386065586e-10,4.202553914123079e-11,4.672163075924924e-10,3.2600128543063205e-08,1.2118635840590501e-08,4.1855928552745466e-11,0.07403820568102623,145.50007115399094,3573.239704,174.9,13.224976370489287,9.585473467705157,13.224976370489287,-13.224976370489287,,
3516.893109965953,3515.3113219799598,3520.124334648288,0.001978681463300923,6.096978271706967e-07,2.0413584648099944e-08,3.194945754242984e-08,2.8658431150226338e-08,6.21573136462686e-06,2.180267640187927e-09,9.556957162930178e-06,2.6697195176169797e-08,2.1909633601359913e-07,5.3573541419271425e-08,6.673943270554381e-08,2.495766472135549e-08,9.804130720797547e-07,3.2118715791220312e-06,4.573805292710644e-09,0.00595592628059916,1.7652120344870879e-06,7.624544755097038e-08,1.1071552105418248e-07,3.247461779631966e-08,3.0953095627889186e-05,4.312090390169117e-09,4.8894861391370975e-05,1.2456732028337585e-07,1.4707421220712913e-07,8.526016398105781e-07,7.44384522926075e-08,2.800601527538086e-06,8.403302547840504e-06,1.737933756940384e-08,9.551994474192562e-05,3.0197439347480946e-08,1.0810731958737901e-09,1.7049688665827352e-09,1.1600641778939307e-08,9.326627691330044e-09,2.5029570967174566e-11,8.659665149697145e-10,9.38018796994309e-10,4.864371313599455e-10,7.906385372258421e-11,7.350907227471928e-08,8.349405240838953e-10,3.5809406169009215e-08,2.143791746402235e-08,3.568101457313786e-11,0.0001989869155660139,8.609789752188064e-08,1.700514909279634e-09,1.5707873229295568e-08,2.9740304198326975e-09,7.078338041115529e-07,2.3639943961082105e-10,3.013483463125571e-08,4.302089057507963e-09,1.0830798276689906e-08,2.6219531687761986e-08,1.2231718405845631e-09,9.602075093592338e-08,1.5619549535524863e-07,4.842230464868098e-10,0.06719134130751252,1.3710319030467618e-05,4.201590055633353e-09,2.0951846753171743e-07,3.0481601626708954e-08,1.8702814769491552e-07,9.21944921795325e-10,6.201623086932359e-08,3.319773140556361e-07,1.0851974116257791e-07,4.435413025974234e-09,4.0244994406210977e-07,1.0319816885918437e-05,3.2550298247689127e-06,5.2672857924924345e-09,0.00010394613679140586,2.9394976978281227e-08,1.4367386906729986e-10,8.705322713841123e-09,7.643969822629063e-10,1.5304874871380551e-09,1.785273521156909e-11,3.8427826625264025e-10,1.130596647086662e-09,9.98952782870335e-10,4.2096376225221225e-11,4.715084904867617e-10,3.296188361463147e-08,1.2174620625949426e-08,4.2048761403799604e-11,0.0756697610808192,145.50170270939074,3573.18961,165.9,12.880217389469792,0.5610834670186762,12.880217389469792,-12.880217389469792,,
