Energy (eV);Energy Off (eV);Satellite Energy Off (eV);Lbeta4;Lbeta4-2s;Lbeta4-3d;Lbeta4-3s;Lbeta4-3d*;Lbeta4-2p*;Lbeta4-4d;Lbeta4-4s;Lbeta4-3p*;Lbeta4-4d*;Lbeta4-5s;Lbeta4-2p;Lbeta4-4p;Lbeta4-3p;Lbeta4-4p*;Lbeta4-1s;Lbeta3;Lbeta3-2s;Lbeta3-3d;Lbeta3-3s;Lbeta3-3d*;Lbeta3-2p*;Lbeta3-4d;Lbeta3-4s;Lbeta3-3p*;Lbeta3-4d*;Lbeta3-5s;Lbeta3-2p;Lbeta3-4p;Lbeta3-4p*;Lbeta3-1s;Lgamma5;Lgamma5-2s;Lgamma5-3d;Lgamma5-3s;Lgamma5-3d*;Lgamma5-2p*;Lgamma5-4d;Lgamma5-4s;Lgamma5-3p*;Lgamma5-4d*;Lgamma5-5s;Lgamma5-2p;Lgamma5-4p;Lgamma5-3p;Lgamma5-4p*;Lgamma5-1s;Lbeta6;Lbeta6-2s;Lbeta6-3d;Lbeta6-3s;Lbeta6-3d*;Lbeta6-2p*;Lbeta6-4d;Lbeta6-4s;Lbeta6-3p*;Lbeta6-4d*;Lbeta6-5s;Lbeta6-4p;Lbeta6-3p;Lbeta6-4p*;Lbeta6-1s;Lbeta15;Lbeta15-2s;Lbeta15-3d;Lbeta15-3s;Lbeta15-3d*;Lbeta15-2p*;Lbeta15-4d;Lbeta15-4s;Lbeta15-3p*;Lbeta15-4d*;Lbeta15-5s;Lbeta15-4p;Lbeta15-3p;Lbeta15-4p*;Lbeta15-1s;Lbeta7;Lbeta7-2s;Lbeta7-3d;Lbeta7-3s;Lbeta7-3d*;Lbeta7-2p*;Lbeta7-4d;Lbeta7-4s;Lbeta7-3p*;Lbeta7-4d*;Lbeta7-5s;Lbeta7-4p;Lbeta7-3p;Lbeta7-4p*;Lbeta7-1s;Total;Total Off;Exp Energy (eV);Intensity;Error;Residues (arb. units);std+;std-;;red chi 2
3529.1775719666502;3527.595502685371;3532.419645292949;0.001686840129202841;4.563137878562507e-06;1.8324816571504401e-09;2.7318029372541647e-06;3.793488955913324e-09;3.813476574160765e-08;2.116664291733416e-08;5.173498117186695e-07;1.716786829038472e-08;2.263653885982505e-08;8.317075707544984e-07;4.892182532902723e-08;2.7092983588991382e-08;1.7575178785139026e-07;2.4389023626696958e-08;3.0026903298875837e-05;0.004847671974486969;1.7890255931852334e-05;3.371353306754752e-09;6.678349713647246e-06;1.3421476778340265e-08;8.364416092317892e-08;6.006750241503495e-08;1.425282889881229e-06;5.987083581978947e-08;1.004871902585321e-07;2.2604504686577906e-06;4.002997807095324e-07;8.940348946965389e-08;2.618738792971512e-08;1.684403504155132e-05;0.00012634822676757976;1.0581571782723311e-08;3.049057394884935e-11;2.518384341012972e-08;4.3717431713393423e-11;8.824522538182834e-11;1.0952808114084384e-09;3.911753568735826e-08;1.332423800372044e-09;1.2138267818103882e-09;4.663336971189355e-08;6.035948834876946e-07;2.1734590960967375e-09;5.947849650991904e-10;1.4727301478518249e-08;9.4493554917757e-10;0.0001566231868639422;1.3914273812756898e-06;1.6245401007995204e-10;1.1831649014852816e-07;3.3458210092646467e-10;1.7652633966218282e-07;9.573518566179805e-10;6.663547384742673e-08;1.1805086400966654e-09;3.327756981354819e-09;7.46335974987797e-08;1.2143674346618834e-08;7.646840115706255e-09;2.344568716471385e-09;4.3178218778631915e-08;1.7535157091505675;2.4914701597357485e-07;1.6123050928351306e-09;5.851299814669142e-06;9.687225581195506e-09;5.26657327517243e-09;4.052243674526655e-06;4.982836979579848e-05;7.378795931287595e-09;2.435823186461053e-06;0.0001396948395952115;8.464623835943784e-07;2.0975513345000808e-07;1.0847884952749433e-07;7.117206643373751e-08;0.0006406939943576401;1.8933391941062618e-09;2.698060166230923e-11;1.8703523989889186e-08;6.462241284239342e-11;4.9359541084885395e-11;1.2426122305235473e-09;6.458899862872888e-08;2.1663773933915168e-10;2.969080448352147e-09;1.1434759798745422e-07;1.915527462526399e-08;1.5519230014073108e-09;1.6992981913978756e-09;4.345667851442801e-10;1.761265118229513;147.28912159299034;3569.01728;209.1;14.46029045351441;41.27499447409906;14.46029045351441;-14.46029045351441;;
3529.3238122131434;3527.741742931864;3532.565885539442;0.0016837667720662466;4.547606187423576e-06;1.828855240940205e-09;2.726741124807074e-06;3.785438650914057e-09;3.7993195298655334e-08;2.1126839262665105e-08;5.16379733668802e-07;1.713399777529864e-08;2.2593914426379057e-08;8.301459375296278e-07;4.8756214458633254e-08;2.704199667500758e-08;1.7531672191820264e-07;2.4344005609619212e-08;3.028103438068491e-05;0.004836406842993321;1.7788272210005445e-05;3.362085061909253e-09;6.661092725899871e-06;1.3382815508276005e-08;8.315762115476084e-08;5.992225419574272e-08;1.4218452870974509e-06;5.970877548156785e-08;1.0024388742154447e-07;2.2549902604032083e-06;3.9738348879103256e-07;8.91878294152682e-08;2.6123874558095757e-08;1.6693603496131938e-05;0.00012680093422596633;1.059802692086028e-08;3.056616217414664e-11;2.523442222184406e-08;4.3829195403544546e-11;8.836422432319302e-11;1.0990839258327272e-09;3.9246607490792924e-08;1.3359303178148466e-09;1.2178153414018873e-09;4.6790653236679876e-08;6.207454937331883e-07;2.1801493364192982e-09;5.962879862187915e-10;1.4771515049257192e-08;9.459415322843585e-10;0.00015620340762733198;1.4046929258872354e-06;1.6179515448203046e-10;1.1796166401340399e-07;3.33243908013729e-10;1.7784920525135075e-07;9.547268788502814e-10;6.644489329458863e-08;1.1758298012109922e-09;3.318221892410278e-09;7.442353647474664e-08;1.2108733929642744e-08;7.617834739428321e-09;2.3382961259762854e-09;4.338212150542867e-08;1.6578546176412632;2.500664564866994e-07;1.6248204518290462e-09;5.898733589102176e-06;9.770102248562907e-09;5.278957829073501e-09;4.248389389346488e-06;5.0821535176623375e-05;7.436242854430388e-09;2.53643051005208e-06;0.00014823937398420029;8.659718368405475e-07;2.117229004564319e-07;1.102107985055825e-07;7.12931819507664e-08;0.0006634578079459203;1.89844150087558e-09;2.7128976650458898e-11;1.8810444200610658e-08;6.499427071348425e-11;4.946128776980032e-11;1.2612420427883473e-09;6.532916829768065e-08;2.1781896378832412e-10;3.0134229483632828e-09;1.1672352634497399e-07;1.9373713510163057e-08;1.5610894582911291e-09;1.7190460343978923e-09;4.3522488575243494e-10;1.6656223735216626;147.1934788482825;3568.967707;212.1;14.563653387800741;44.241938871890056;14.563653387800741;-14.563653387800741;;
3529.4700524596365;3527.887983178357;3532.7121257859353;0.001680701804360638;4.532153542306772e-06;1.8252395833149023e-09;2.721693203762908e-06;3.7774140360833506e-09;3.78524130352392e-08;2.108714774166995e-08;5.154123799377354e-07;1.7100227309375185e-08;2.2551410238081264e-08;8.285886970038258e-07;4.859147612618421e-08;2.6991153505764437e-08;1.7488329209683095e-07;2.4299110895116053e-08;3.052298688205434e-05;0.004825180914555936;1.76871541076592e-05;3.3528552113710786e-09;6.643902091446026e-06;1.334432122435033e-08;8.267534762629398e-08;5.97775319076266e-08;1.418420094407071e-06;5.954737243727852e-08;1.0000146678664714e-07;2.2495498023485086e-06;3.945004927409889e-07;8.897294565281347e-08;2.6060591839779906e-08;1.654589923491886e-05;0.0001272560737716157;1.0614520486457277e-08;3.064203179930796e-11;2.5285158728659178e-08;4.394138877897541e-11;8.848346409279112e-11;1.1029068407717587e-09;3.937631736582531e-08;1.3394506825081215e-09;1.221823552672566e-09;4.69487324591734e-08;6.379524096910833e-07;2.1868702248304404e-09;5.977967092869641e-10;1.4815918216890807e-08;9.46949122280406e-10;0.0001557853117104431;1.4180414525723065e-06;1.6114031426828428e-10;1.1760863189175985e-07;3.319137731844335e-10;1.7889876045729233e-07;9.52112669005164e-10;6.625512748136445e-08;1.1711786906056702e-09;3.308727667201497e-09;7.42143600148686e-08;1.207394247488145e-08;7.588994326461795e-09;2.3320482147220198e-09;4.3587483118939205e-08;1.5602602759208206;2.5099102659988087e-07;1.6374836117905195e-09;5.9467343421864985e-06;9.854049424749129e-09;5.291402380680171e-09;4.45073197006959e-06;5.184003880628422e-05;7.494360467037031e-09;2.643246703659954e-06;0.00015750498762046966;8.86098237265171e-07;2.1371856605237694e-07;1.1196156493622413e-07;7.141460689745606e-08;0.0006874268156043308;1.9035651415027387e-09;2.7278584790621975e-11;1.8918275353103187e-08;6.536937242743701e-11;4.956340329964906e-11;1.2802922374739957e-09;6.608182070702743e-08;2.1900985365300286e-10;3.058763447487375e-09;1.1917373284085548e-07;1.9595763209258778e-08;1.5703376751011051e-09;1.7391288568024848e-09;4.3588448648802743e-10;1.5680483871899893;147.0959048619508;3568.918135;213.9;14.625320509308505;46.00876677698494;14.625320509308505;-14.625320509308505;;
3529.616292706129;3528.0342234248496;3532.858366032428;0.0016776451955873887;4.516779408528945e-06;1.8216346417414398e-09;2.716659123897548e-06;3.7694150018458706e-09;3.7712413110426974e-08;2.1047567933680866e-08;5.144477403398948e-07;1.7066556499300492e-08;2.250902584319548e-08;8.270358327229265e-07;4.842760402999305e-08;2.6940453541621458e-08;1.7445149009667593e-07;2.4254339037647708e-08;3.075201084555364e-05;0.004813994007567805;1.7586891900797135e-05;3.3436635421972114e-09;6.626777472691089e-06;1.3305992965358081e-08;8.219729051454111e-08;5.963333301589686e-08;1.4150072522012223e-06;5.9386623134458893e-08;9.975992409567983e-08;2.244128999404676e-06;3.916502776787261e-07;8.875883447407909e-08;2.599753865989755e-08;1.6400872869596696e-05;0.00012771366281822544;1.0631052599347806e-08;3.0718184222705627e-11;2.5336053637367004e-08;4.40540140478394e-11;8.86029453407992e-11;1.1067496936217493e-09;3.9506669513116176e-08;1.3429849673897746e-09;1.2258515446688705e-09;4.710761274639496e-08;6.55142225306835e-07;2.1936219469917678e-09;5.993111631693608e-10;1.4860512004959864e-08;9.47958322588934e-10;0.00015536889013606506;1.431468600177228e-06;1.604894567495653e-10;1.1725738055494441e-07;3.305916314942169e-10;1.7966807898622395e-07;9.495091683419913e-10;6.606617177997376e-08;1.1665550898700237e-09;3.299274072898059e-09;7.40060631653899e-08;1.2039299146084368e-08;7.560317626242343e-09;2.3258248557280008e-09;4.379431763006035e-08;1.4631004938705992;2.5192076466070154e-07;1.6502969311017539e-09;5.9953109402380996e-06;9.93908565690068e-09;5.303907083390937e-09;4.657929984001889e-06;5.288452939419039e-05;7.553159205183057e-09;2.7567745537817245e-06;0.00016756088693631056;9.068644356559102e-07;2.1574266086092936e-07;1.1373070561938116e-07;7.153634232870478e-08;0.0007126852878490715;1.908710238485621e-09;2.742943984545867e-11;1.902702772479165e-08;6.574775608795518e-11;4.9665888671944854e-11;1.299775504376554e-09;6.68472305986985e-08;2.202105144286119e-10;3.1051320318564044e-09;1.2170132226258687e-07;1.982150027452574e-08;1.579668630503646e-09;1.7595540015567612e-09;4.365455919254112e-10;1.47091112133912;146.99876759609995;3568.868565;183.0;13.527749258468683;15.075478537636855;13.527749258468683;-13.527749258468683;;
3529.762532952622;3528.1804636713427;3533.004606278921;0.0016745969153862744;4.501483255913308e-06;1.8180403738967654e-09;2.711638835211264e-06;3.761441439211769e-09;3.7573189737238756e-08;2.1008099419999868e-08;5.134858047372256e-07;1.7032984953689555e-08;2.2466760792103855e-08;8.254873283096949e-07;4.826459192635054e-08;2.688989624546679e-08;1.7402130768009164e-07;2.4209689593665497e-08;3.096737698005401e-05;0.0048028459414717105;1.7487476000933247e-05;3.334509842926187e-09;6.609718534171568e-06;1.3267829777005834e-08;8.172340071974212e-08;5.9489655001007206e-08;1.411606701228146e-06;5.922652404464746e-08;9.951925511612957e-08;2.2387277570539357e-06;3.8883233866086747e-07;8.854549219290084e-08;2.5934713910302164e-08;1.625847626703217e-05;0.0001281737189352774;1.0647623379833556e-08;3.0794620851408754e-11;2.538710765903133e-08;4.41670734325105e-11;8.872266871959035e-11;1.110612622970176e-09;3.963766816785201e-08;1.3465332458781597e-09;1.229899447496087e-09;4.7267299510615265e-08;6.722335100013418e-07;2.2004046899585764e-09;6.008313769144624e-10;1.4905297443423004e-08;9.4896913664229e-10;0.00015495413398667568;1.444969756762725e-06;1.5984254956998713e-10;1.1690789689993149e-07;3.292774186555429e-10;1.8015343874091815e-07;9.469163185196031e-10;6.587802159537648e-08;1.1619587827370343e-09;3.289860878322944e-09;7.379864100714146e-08;1.200480311279365e-08;7.531803400053637e-09;2.3196259228146787e-09;4.4002639218562784e-08;1.368215582293274;2.5285570937617003e-07;1.663262815768802e-09;6.044472419158997e-06;1.002522989605927e-08;5.316472094172624e-09;4.868554305137316e-06;5.39556622338703e-05;7.612649707811809e-09;2.8775659134998317e-06;0.0001784817042236709;9.28294148899833e-07;2.177957281820226e-07;1.1551776899802807e-07;7.165838930391066e-08;0.0007393247588790857;1.9138769152229885e-09;2.758155577092733e-11;1.9136711736970514e-08;6.612946036336751e-11;4.9768744902068497e-11;1.3197050136463173e-09;6.762568008629302e-08;2.2142105305047048e-10;3.1525599264319312e-09;1.243095620086857e-07;2.0051003193257574e-08;1.5890833179000316e-09;1.7803290053218446e-09;4.3720820665643574e-10;1.376051051672119;146.90390752643293;3568.818997;228.0;15.0996688705415;60.04207383331365;15.0996688705415;-15.0996688705415;;
3529.9087731991153;3528.326703917836;3533.150846525414;0.0016715569335347738;4.486264558744292e-06;1.8144567376666905e-09;2.706632287927613e-06;3.7534932397730704e-09;3.743473718205382e-08;2.096874178388843e-08;5.125265630389455e-07;1.699951228307552e-08;2.2424614637295807e-08;8.239431674634253e-07;4.810243362888067e-08;2.6839481082703954e-08;1.7359273666198474e-07;2.4165162121602148e-08;3.1168381821088375e-05;0.004791736536753165;1.7388896952863976e-05;3.325393903565856e-09;6.592724942539371e-06;1.3229830711853006e-08;8.125362985311954e-08;5.9346495358547726e-08;1.4082183825906936e-06;5.906707166319203e-08;9.927945564095025e-08;2.233345981345746e-06;3.8604618045412004e-07;8.833291514500811e-08;2.587211648952327e-08;1.611866251796912e-05;0.00012863625984970052;1.0664232948686278e-08;3.0871343101246777e-11;2.5438321509019224e-08;4.428056916969134e-11;8.884263488374062e-11;1.1144957686080922e-09;3.9769317600082605e-08;1.3500955918758131e-09;1.2339673923286888e-09;4.742779820980968e-08;6.891369886976719e-07;2.207218642192163e-09;6.023573797549406e-10;1.4950275568699324e-08;9.499815678819615e-10;0.00015454103440397363;1.4585400508056184e-06;1.5919956070285276e-10;1.1656016794790068e-07;3.279710710297205e-10;1.803544357181502e-07;9.443340615931117e-10;6.569067236499964e-08;1.1573895550582588e-09;3.2804878539386563e-09;7.359208865525574e-08;1.1970453550297268e-08;7.503450420893216e-09;2.313451290597709e-09;4.4212462235534234e-08;1.2769452774876866;2.537958998167534e-07;1.6763837205886033e-09;6.094227988229229e-06;1.0112501507769298e-08;5.329097573537766e-09;5.081282260815145e-06;5.5054097871214136e-05;7.67284282146191e-09;3.0062270285248376e-06;0.00019034711729948452;9.504119878537765e-07;2.1987832435717213e-07;1.1732230021151675e-07;7.178074888699243e-08;0.0007674447624240921;1.9190652960224886e-09;2.7734946719560256e-11;1.9247337957198835e-08;6.651452449674614e-11;4.987197302304615e-11;1.3400944376738325e-09;6.841745888523063e-08;2.2264157791736237e-10;3.2010795469591614e-09;1.2700189232790003e-07;2.0284352443228056e-08;1.5985827456940463e-09;1.8014616043127847e-09;4.378723352905149e-10;1.2848080926244425;146.81266456738527;3568.76943;179.1;13.382824813917276;11.108551665082587;13.382824813917276;-13.382824813917276;;
3530.055013445608;3528.4729441643285;3533.297086771907;0.0016685252199472955;4.471122795722496e-06;1.8108836911446184e-09;2.7016394324922083e-06;3.7455702956998664e-09;3.729704976402105e-08;2.092949461055616e-08;5.115700052012718e-07;1.696613809989811e-08;2.238258693335577e-08;8.22403333959498e-07;4.794112300789991e-08;2.6789207521237274e-08;1.7316576890940582e-07;2.4120756181860822e-08;3.1354352904665755e-05;0.004780665614933091;1.72911454324607e-05;3.316315515581011e-09;6.575796366545768e-06;1.3191994829252475e-08;8.078793022461996e-08;5.920385159913451e-08;1.404842237743754e-06;5.890826250905516e-08;9.904052148837667e-08;2.227983578892665e-06;3.8329131731391523e-07;8.812109968786635e-08;2.5809745302717703e-08;1.598138590662864e-05;0.0001291013034475677;1.0680881427150157e-08;3.0948352396875686e-11;2.548969590703421e-08;4.439450351052538e-11;8.896284449003921e-11;1.118399271542701e-09;3.990162211506629e-08;1.3536720797733175e-09;1.2380555114209108e-09;4.758911434812279e-08;7.057559400103058e-07;2.2140639935724507e-09;6.038892011090744e-10;1.4995447423712482e-08;9.509956197586112e-10;0.00015412958258840398;1.4721743421625934e-06;1.5856045844662197e-10;1.1621418084282691e-07;3.266725256190034e-10;1.8027400618003499e-07;9.417623400106563e-10;6.550411955846117e-08;1.1528471947789594e-09;3.271154771833226e-09;7.338640125887851e-08;1.1936249639581661e-08;7.475257473339289e-09;2.3073008344819986e-09;4.4423801205869724e-08;1.190190618284354;2.547413754204876e-07;1.689662150350107e-09;6.14458703399602e-06;1.020092028301441e-08;5.341783685523292e-09;5.295139659643728e-06;5.6180500578187646e-05;7.73374960512481e-09;3.1434244308768406e-06;0.0002032410452835624;9.73243485770572e-07;2.219910191465435e-07;1.1914384671586007e-07;7.190342214641368e-08;0.0007971536518173063;1.9242755061088886e-09;2.7889627043808983e-11;1.9358917101744504e-08;6.690298831624859e-11;4.997557408533945e-11;1.3609579741432096e-09;6.922286455097936e-08;2.2387219891558922e-10;3.250724554699301e-09;1.297819373116078e-07;2.052163054953002e-08;1.6081679375655756e-09;1.8229597403284845e-09;4.3853798245471334e-10;1.198083474667303;146.72593994942812;3568.719865;221.1;14.869431730903505;53.074912377011685;14.869431730903505;-14.869431730903505;;
3530.201253692101;3528.6191844108216;3533.4433270184;0.0016655017446744027;4.456057449920177e-06;1.8073211926302863e-09;2.6966602195714992e-06;3.73767249973653e-09;3.7160121854477055e-08;2.0890357487149515e-08;5.106161212271505e-07;1.693286201849214e-08;2.234067723695105e-08;8.208678116489393e-07;4.778065398978493e-08;2.673907503145738e-08;1.727403963411439e-07;2.4076471336804283e-08;3.1524653890079044e-05;0.0047696329985605695;1.719421224450453e-05;3.307274471881136e-09;6.558932477025485e-06;1.3154321195291843e-08;8.032625483089972e-08;5.9061721248300386e-08;1.4014782084917024e-06;5.8750093124621595e-08;9.880244850174053e-08;2.222640456866264e-06;3.8056727276881584e-07;8.791004220052116e-08;2.5747599261621254e-08;1.58466018811956e-05;0.00012956886777581346;1.0697568936944185e-08;3.1025650171844896e-11;2.5541231577149752e-08;4.450887872071015e-11;8.908329819749852e-11;1.122323274010083e-09;4.0034586053619e-08;1.3572627844532068e-09;1.2421639381174508e-09;4.7751253476338606e-08;7.219868395958331e-07;2.2209409354107474e-09;6.054268705821804e-10;1.5040814057935077e-08;9.52011295732118e-10;0.00015371976979868798;1.4858672127887036e-06;1.579252114209371e-10;1.1586992285008839e-07;3.2538172005880063e-10;1.7991835596745642e-07;9.39201096610189e-10;6.531835867729664e-08;1.148331491913577e-09;3.2618614057063433e-09;7.318157400088339e-08;1.1902190567284778e-08;7.447223353419332e-09;2.301174430655798e-09;4.463667083080419e-08;1.1084910844703868;2.5569217599714353e-07;1.7031006610702622e-09;6.195559124261452e-06;1.0290506449492374e-08;5.354530597670102e-09;5.509753501854172e-06;5.733553661299057e-05;7.795381335234803e-09;3.289891437720989e-06;0.00021725025460628952;9.968151273307535e-07;2.2413439611877273e-07;1.2098196446733772e-07;7.202641015520749e-08;0.0008285695147475301;1.929507671632401e-09;2.8045611299456406e-11;1.9471460038075677e-08;6.729489224567868e-11;5.007954915664456e-11;1.3823103703234863e-09;7.004220272564498e-08;2.251130274434859e-10;3.3015299141092787e-09;1.3265351670268277e-07;2.0762922143134917e-08;1.6178399327500606e-09;1.8448315669794823e-09;4.392051527938346e-10;1.1164168825165006;146.6442733572773;3568.670302;236.1;15.365545873804809;68.04115563718577;15.365545873804809;-15.365545873804809;;
3530.347493938594;3528.7654246573147;3533.589567264893;0.0016624864779021336;4.4410680087376705e-06;1.8037692006286112e-09;2.6916946000516947e-06;3.729799745198184e-09;3.7023947876375447e-08;2.08513300027417e-08;5.096649011660127e-07;1.689968365507704e-08;2.2298885106820936e-08;8.193365844580274e-07;4.762102055635303e-08;2.6689083086228217e-08;1.723166109273372e-07;2.4032307150745347e-08;3.1678689564304864e-05;0.004758638511205941;1.709808832056523e-05;3.298270566808521e-09;6.542132946881401e-06;1.3116808882736287e-08;7.986855734356188e-08;5.892010184639048e-08;1.3981262369859636e-06;5.859256007551189e-08;9.856523254929411e-08;2.2173165229932126e-06;3.7787357941059614e-07;8.769973908344908e-08;2.5685677284502467e-08;1.5714267025172667e-05;0.00013003897104396062;1.0714295600264093e-08;3.1103237868662456e-11;2.559292924784158e-08;4.462369708060824e-11;8.920399666736092e-11;1.1262679194879673e-09;4.016821379246378e-08;1.3608677812938034e-09;1.246292806864175e-09;4.791422119235164e-08;7.377202699388276e-07;2.2278496604624395e-09;6.069704179680119e-10;1.508637652743207e-08;9.530285992715861e-10;0.0001533115873513687;1.4996129572045116e-06;1.572937885627228e-10;1.1552738135510228e-07;3.240985926100344e-10;1.792968006190436e-07;9.366502746163625e-10;6.51333852546938e-08;1.1438422385216586e-09;3.252607530855901e-09;7.297760209759506e-08;1.1868275525650556e-08;7.419346868481192e-09;2.2950719560850225e-09;4.485108599048204e-08;1.0321031395617373;2.566483417324197e-07;1.7167018612656609e-09;6.2471540121699145e-06;1.0381280683237733e-08;5.367338481003191e-09;5.725564517821816e-06;5.85198722462761e-05;7.857749510793893e-09;3.4464352836602723e-06;0.00023246216991360457;1.021154378348397e-06;2.2630905305397048e-07;1.2283622465721402e-07;7.214971399099738e-08;0.0008618211944730522;1.934761919676949e-09;2.8202914249092858e-11;1.958497778739731e-08;6.769027731526045e-11;5.018389932169709e-11;1.4041669486736146e-09;7.08757873932153e-08;2.2636417643637165e-10;3.3535319536494922e-09;1.35620658590065e-07;2.1008314021215968e-08;1.627599786323679e-09;1.867085456119567e-09;4.398738509704904e-10;1.0400649969602591;146.5679214717211;3568.62074;237.9;15.424007261409079;69.80728042778648;15.424007261409079;-15.424007261409079;;
3530.4937341850873;3528.911664903808;3533.735807511386;0.001659479389951228;4.426153963859856e-06;1.8002276738484366e-09;2.6867425250375367e-06;3.721951925966955e-09;3.6888522303719175e-08;2.0812411748321395e-08;5.087163351135045e-07;1.6866602627745405e-08;2.2257210103764586e-08;8.17809636387853e-07;4.74622167442457e-08;2.663923116087259e-08;1.7189440468907335e-07;2.3988263189935985e-08;3.181591065894672e-05;0.004747681977453635;1.700276471691756e-05;3.2893035961262277e-09;6.525397451068861e-06;1.3079456970970848e-08;7.941479209761173e-08;5.877899094845423e-08;1.3947862657224937e-06;5.843565995039292e-08;9.832886952402861e-08;2.2120116855512394e-06;3.7520977868967246e-07;8.749018675840365e-08;2.5623978296114898e-08;1.558433902957156e-05;0.00013051163162588282;1.0731061539784805e-08;3.1181116938863276e-11;2.5644789652021913e-08;4.473896088536298e-11;8.932494056310937e-11;1.1302333527087805e-09;4.0302509744588375e-08;1.364487146173204e-09;1.2504422532190775e-09;4.807802314164877e-08;7.528421095354732e-07;2.234790362940036e-09;6.085198732502183e-10;1.5132135894905902e-08;9.540475338553887e-10;0.00015290502662034831;1.5134055727086725e-06;1.5666615912232194e-10;1.1518654386196754e-07;3.2282308215156636e-10;1.784215244560751e-07;9.341098176373662e-10;6.494919485522404e-08;1.1393792286839773e-09;3.2433929241643685e-09;7.277448079850863e-08;1.1834503712482713e-08;7.3916268370650305e-09;2.2889932885074233e-09;4.506706174657722e-08;0.9610719023604827;2.576099131922214e-07;1.7304684132618228e-09;6.2993816404011375e-06;1.047326412060995e-08;5.380207510013042e-09;5.9439498563159615e-06;5.973417153177516e-05;7.920865858639375e-09;3.6139448989577387e-06;0.00024896164829152963;1.0462897162442104e-06;2.2851560236055172e-07;1.2470622097602162e-07;7.227333473602259e-08;0.0008970494307622035;1.9400383782686875e-09;2.8361550865666883e-11;1.969948152724041e-08;6.80891851726537e-11;5.028862568208866e-11;1.426543633843774e-09;7.172394114383587e-08;2.276257603920217e-10;3.4067684299173606e-09;1.386876130651361e-07;2.125789520929982e-08;1.6374485694949622e-09;1.889730004489286e-09;4.4054408166519087e-10;0.9690731644656737;146.4969296392265;3568.57118;207.9;14.418737808837498;39.773287087386166;14.418737808837498;-14.418737808837498;;
3530.63997443158;3529.0579051503005;3533.882047757879;0.0016564804512764165;4.411314811213416e-06;1.7966965712013504e-09;2.681803945851179e-06;3.714128936488395e-09;3.6753839661002725e-08;2.077360231678228e-08;5.077704132112356e-07;1.6833618556452254e-08;2.2215651790629728e-08;8.162869515139118e-07;4.730423664432316e-08;2.658951873315872e-08;1.714737696980021e-07;2.3944339022557372e-08;3.193581841040472e-05;0.004736763222895247;1.6908232612499054e-05;3.2803733570063204e-09;6.50872566658044e-06;1.3042264545943995e-08;7.896491408014893e-08;5.863838612414096e-08;1.3914582375393418e-06;5.827938936079304e-08;9.809335534349802e-08;2.2067258533652216e-06;3.725754207158644e-07;8.728138166826604e-08;2.556250122765093e-08;1.5456776665926788e-05;0.00013098686806158066;1.0747866878662585e-08;3.1259288843076536e-11;2.5696813527073023e-08;4.485467244501294e-11;8.944613055047572e-11;1.134219719672784e-09;4.043747835960446e-08;1.3681209554732342e-09;1.254612413863288e-09;4.824266501779367e-08;7.672350035307706e-07;2.241763238526216e-09;6.100752666037896e-10;1.517809322974101e-08;9.550681029711905e-10;0.00015250007903643684;1.527238749333703e-06;1.560422926596978e-10;1.1484739799213179e-07;3.2155512817275533e-10;1.7730727063430368e-07;9.315796696618423e-10;6.476578307457967e-08;1.1349422584790565e-09;3.2342173640854817e-09;7.257220538601561e-08;1.1800874331099677e-08;7.364062088777463e-09;2.2829383064269264e-09;4.528461334495386e-08;0.8952920160931073;2.5857693132697845e-07;1.7444030345407329e-09;6.352252145469182e-06;1.0566478370655674e-08;5.393137862637634e-09;6.167225305206024e-06;6.097909379816658e-05;7.98474233885552e-09;3.7933993208116736e-06;0.00026682645284083526;1.0722506614021782e-06;2.307546715063209e-07;1.2659157737536514e-07;7.239727347716098e-08;0.0009344081354608104;1.94533717638451e-09;2.852153633610452e-11;1.981498259409953e-08;6.84916580941972e-11;5.0393729356089473e-11;1.449456981159133e-09;7.258699544741863e-08;2.2889789539660732e-10;3.461278595312718e-09;1.4185886692301103e-07;2.151175702528662e-08;1.647387369902528e-09;1.9127740405772393e-09;4.412158495764233e-10;0.9033362630800094;146.43119273784083;3568.521621;170.1;13.042239071570494;1.939174581930132;13.042239071570494;-13.042239071570494;;
